Id,Class
3083,"1 Forint,Hungarian Forint,hungary"
3084,"1 Forint,Hungarian Forint,hungary"
3085,"1 Forint,Hungarian Forint,hungary"
3086,"1 Forint,Hungarian Forint,hungary"
3087,"1 Forint,Hungarian Forint,hungary"
3088,"1 Forint,Hungarian Forint,hungary"
3093,"2 Forint,Hungarian Forint,hungary"
3094,"2 Forint,Hungarian Forint,hungary"
3095,"2 Forint,Hungarian Forint,hungary"
3096,"2 Forint,Hungarian Forint,hungary"
3097,"2 Forint,Hungarian Forint,hungary"
3098,"2 Forint,Hungarian Forint,hungary"
3099,"2 Forint,Hungarian Forint,hungary"
3100,"2 Forint,Hungarian Forint,hungary"
3101,"2 Forint,Hungarian Forint,hungary"
3102,"2 Forint,Hungarian Forint,hungary"
3103,"2 Forint,Hungarian Forint,hungary"
3104,"2 Forint,Hungarian Forint,hungary"
3105,"2 Forint,Hungarian Forint,hungary"
3106,"2 Forint,Hungarian Forint,hungary"
3107,"2 Forint,Hungarian Forint,hungary"
3108,"2 Forint,Hungarian Forint,hungary"
3109,"2 Forint,Hungarian Forint,hungary"
3110,"2 Forint,Hungarian Forint,hungary"
3111,"2 Forint,Hungarian Forint,hungary"
3112,"2 Forint,Hungarian Forint,hungary"
3113,"2 Forint,Hungarian Forint,hungary"
3114,"2 Forint,Hungarian Forint,hungary"
3115,"2 Forint,Hungarian Forint,hungary"
3116,"2 Forint,Hungarian Forint,hungary"
3117,"2 Forint,Hungarian Forint,hungary"
3118,"2 Forint,Hungarian Forint,hungary"
3119,"2 Forint,Hungarian Forint,hungary"
3120,"2 Forint,Hungarian Forint,hungary"
3121,"2 Forint,Hungarian Forint,hungary"
3122,"2 Forint,Hungarian Forint,hungary"
3123,"2 Forint,Hungarian Forint,hungary"
3124,"2 Forint,Hungarian Forint,hungary"
3129,"5 Forint,Hungarian Forint,hungary"
3130,"5 Forint,Hungarian Forint,hungary"
3131,"5 Forint,Hungarian Forint,hungary"
3132,"5 Forint,Hungarian Forint,hungary"
3133,"5 Forint,Hungarian Forint,hungary"
3134,"5 Forint,Hungarian Forint,hungary"
3135,"5 Forint,Hungarian Forint,hungary"
3136,"5 Forint,Hungarian Forint,hungary"
3137,"5 Forint,Hungarian Forint,hungary"
3138,"5 Forint,Hungarian Forint,hungary"
3139,"5 Forint,Hungarian Forint,hungary"
3140,"5 Forint,Hungarian Forint,hungary"
3141,"5 Forint,Hungarian Forint,hungary"
3142,"5 Forint,Hungarian Forint,hungary"
3143,"5 Forint,Hungarian Forint,hungary"
3144,"5 Forint,Hungarian Forint,hungary"
3145,"5 Forint,Hungarian Forint,hungary"
3146,"5 Forint,Hungarian Forint,hungary"
3147,"5 Forint,Hungarian Forint,hungary"
3148,"5 Forint,Hungarian Forint,hungary"
3149,"5 Forint,Hungarian Forint,hungary"
3150,"5 Forint,Hungarian Forint,hungary"
3151,"5 Forint,Hungarian Forint,hungary"
3152,"5 Forint,Hungarian Forint,hungary"
3153,"5 Forint,Hungarian Forint,hungary"
3154,"5 Forint,Hungarian Forint,hungary"
3155,"5 Forint,Hungarian Forint,hungary"
3156,"5 Forint,Hungarian Forint,hungary"
3157,"5 Forint,Hungarian Forint,hungary"
3158,"5 Forint,Hungarian Forint,hungary"
3159,"5 Forint,Hungarian Forint,hungary"
3160,"5 Forint,Hungarian Forint,hungary"
3165,"10 Forint,Hungarian Forint,hungary"
3166,"10 Forint,Hungarian Forint,hungary"
3167,"10 Forint,Hungarian Forint,hungary"
3168,"10 Forint,Hungarian Forint,hungary"
3169,"10 Forint,Hungarian Forint,hungary"
3170,"10 Forint,Hungarian Forint,hungary"
3171,"10 Forint,Hungarian Forint,hungary"
3172,"10 Forint,Hungarian Forint,hungary"
3173,"10 Forint,Hungarian Forint,hungary"
3174,"10 Forint,Hungarian Forint,hungary"
3175,"10 Forint,Hungarian Forint,hungary"
3176,"10 Forint,Hungarian Forint,hungary"
3177,"10 Forint,Hungarian Forint,hungary"
3178,"10 Forint,Hungarian Forint,hungary"
3179,"10 Forint,Hungarian Forint,hungary"
3180,"10 Forint,Hungarian Forint,hungary"
3181,"10 Forint,Hungarian Forint,hungary"
3182,"10 Forint,Hungarian Forint,hungary"
3183,"10 Forint,Hungarian Forint,hungary"
3184,"10 Forint,Hungarian Forint,hungary"
3185,"10 Forint,Hungarian Forint,hungary"
3186,"10 Forint,Hungarian Forint,hungary"
3187,"10 Forint,Hungarian Forint,hungary"
3188,"10 Forint,Hungarian Forint,hungary"
3189,"10 Forint,Hungarian Forint,hungary"
3190,"10 Forint,Hungarian Forint,hungary"
3191,"10 Forint,Hungarian Forint,hungary"
3192,"10 Forint,Hungarian Forint,hungary"
3193,"10 Forint,Hungarian Forint,hungary"
3194,"10 Forint,Hungarian Forint,hungary"
3195,"10 Forint,Hungarian Forint,hungary"
3196,"10 Forint,Hungarian Forint,hungary"
3201,"20 Forint,Hungarian Forint,hungary"
3202,"20 Forint,Hungarian Forint,hungary"
3203,"20 Forint,Hungarian Forint,hungary"
3204,"20 Forint,Hungarian Forint,hungary"
3205,"20 Forint,Hungarian Forint,hungary"
3206,"20 Forint,Hungarian Forint,hungary"
3207,"20 Forint,Hungarian Forint,hungary"
3208,"20 Forint,Hungarian Forint,hungary"
3209,"20 Forint,Hungarian Forint,hungary"
3210,"20 Forint,Hungarian Forint,hungary"
3211,"20 Forint,Hungarian Forint,hungary"
3212,"20 Forint,Hungarian Forint,hungary"
3213,"20 Forint,Hungarian Forint,hungary"
3214,"20 Forint,Hungarian Forint,hungary"
3215,"20 Forint,Hungarian Forint,hungary"
3216,"20 Forint,Hungarian Forint,hungary"
3217,"20 Forint,Hungarian Forint,hungary"
3218,"20 Forint,Hungarian Forint,hungary"
3219,"20 Forint,Hungarian Forint,hungary"
3220,"20 Forint,Hungarian Forint,hungary"
3221,"20 Forint,Hungarian Forint,hungary"
3222,"20 Forint,Hungarian Forint,hungary"
3223,"20 Forint,Hungarian Forint,hungary"
3224,"20 Forint,Hungarian Forint,hungary"
3225,"20 Forint,Hungarian Forint,hungary"
3226,"20 Forint,Hungarian Forint,hungary"
3227,"20 Forint,Hungarian Forint,hungary"
3228,"20 Forint,Hungarian Forint,hungary"
3229,"20 Forint,Hungarian Forint,hungary"
3230,"20 Forint,Hungarian Forint,hungary"
3231,"20 Forint,Hungarian Forint,hungary"
3232,"20 Forint,Hungarian Forint,hungary"
3237,"50 Forint,Hungarian Forint,hungary"
3238,"50 Forint,Hungarian Forint,hungary"
3239,"50 Forint,Hungarian Forint,hungary"
3240,"50 Forint,Hungarian Forint,hungary"
3241,"50 Forint,Hungarian Forint,hungary"
3242,"50 Forint,Hungarian Forint,hungary"
3243,"50 Forint,Hungarian Forint,hungary"
3244,"50 Forint,Hungarian Forint,hungary"
3245,"50 Forint,Hungarian Forint,hungary"
3246,"50 Forint,Hungarian Forint,hungary"
3247,"50 Forint,Hungarian Forint,hungary"
3248,"50 Forint,Hungarian Forint,hungary"
3249,"50 Forint,Hungarian Forint,hungary"
3250,"50 Forint,Hungarian Forint,hungary"
3251,"50 Forint,Hungarian Forint,hungary"
3252,"50 Forint,Hungarian Forint,hungary"
3253,"50 Forint,Hungarian Forint,hungary"
3254,"50 Forint,Hungarian Forint,hungary"
3255,"50 Forint,Hungarian Forint,hungary"
3256,"50 Forint,Hungarian Forint,hungary"
3257,"50 Forint,Hungarian Forint,hungary"
3258,"50 Forint,Hungarian Forint,hungary"
3259,"50 Forint,Hungarian Forint,hungary"
3260,"50 Forint,Hungarian Forint,hungary"
3261,"50 Forint,Hungarian Forint,hungary"
3262,"50 Forint,Hungarian Forint,hungary"
3263,"50 Forint,Hungarian Forint,hungary"
3264,"50 Forint,Hungarian Forint,hungary"
3265,"50 Forint,Hungarian Forint,hungary"
3266,"50 Forint,Hungarian Forint,hungary"
3267,"50 Forint,Hungarian Forint,hungary"
3268,"50 Forint,Hungarian Forint,hungary"
3273,"100 Forint,Hungarian Forint,hungary"
3274,"100 Forint,Hungarian Forint,hungary"
3275,"100 Forint,Hungarian Forint,hungary"
3276,"100 Forint,Hungarian Forint,hungary"
3277,"100 Forint,Hungarian Forint,hungary"
3278,"100 Forint,Hungarian Forint,hungary"
3279,"100 Forint,Hungarian Forint,hungary"
3280,"100 Forint,Hungarian Forint,hungary"
3281,"100 Forint,Hungarian Forint,hungary"
3282,"100 Forint,Hungarian Forint,hungary"
3283,"100 Forint,Hungarian Forint,hungary"
3284,"100 Forint,Hungarian Forint,hungary"
3285,"100 Forint,Hungarian Forint,hungary"
3286,"100 Forint,Hungarian Forint,hungary"
3287,"100 Forint,Hungarian Forint,hungary"
3288,"100 Forint,Hungarian Forint,hungary"
3289,"100 Forint,Hungarian Forint,hungary"
3290,"100 Forint,Hungarian Forint,hungary"
3291,"100 Forint,Hungarian Forint,hungary"
3292,"100 Forint,Hungarian Forint,hungary"
3293,"100 Forint,Hungarian Forint,hungary"
3294,"100 Forint,Hungarian Forint,hungary"
3295,"100 Forint,Hungarian Forint,hungary"
3296,"100 Forint,Hungarian Forint,hungary"
3297,"100 Forint,Hungarian Forint,hungary"
3298,"100 Forint,Hungarian Forint,hungary"
3299,"100 Forint,Hungarian Forint,hungary"
3300,"100 Forint,Hungarian Forint,hungary"
3301,"100 Forint,Hungarian Forint,hungary"
3302,"100 Forint,Hungarian Forint,hungary"
3303,"100 Forint,Hungarian Forint,hungary"
3304,"100 Forint,Hungarian Forint,hungary"
3309,"200 Forint,Hungarian Forint,hungary"
3310,"200 Forint,Hungarian Forint,hungary"
3311,"200 Forint,Hungarian Forint,hungary"
3312,"200 Forint,Hungarian Forint,hungary"
3313,"200 Forint,Hungarian Forint,hungary"
3314,"200 Forint,Hungarian Forint,hungary"
3315,"200 Forint,Hungarian Forint,hungary"
3316,"200 Forint,Hungarian Forint,hungary"
3317,"200 Forint,Hungarian Forint,hungary"
3318,"200 Forint,Hungarian Forint,hungary"
3319,"200 Forint,Hungarian Forint,hungary"
3320,"200 Forint,Hungarian Forint,hungary"
3321,"200 Forint,Hungarian Forint,hungary"
3322,"200 Forint,Hungarian Forint,hungary"
3323,"200 Forint,Hungarian Forint,hungary"
3324,"200 Forint,Hungarian Forint,hungary"
3325,"200 Forint,Hungarian Forint,hungary"
3326,"200 Forint,Hungarian Forint,hungary"
3327,"200 Forint,Hungarian Forint,hungary"
3328,"200 Forint,Hungarian Forint,hungary"
3329,"200 Forint,Hungarian Forint,hungary"
3330,"200 Forint,Hungarian Forint,hungary"
3331,"200 Forint,Hungarian Forint,hungary"
3332,"200 Forint,Hungarian Forint,hungary"
3333,"200 Forint,Hungarian Forint,hungary"
3334,"200 Forint,Hungarian Forint,hungary"
3335,"200 Forint,Hungarian Forint,hungary"
3336,"200 Forint,Hungarian Forint,hungary"
3337,"200 Forint,Hungarian Forint,hungary"
3338,"200 Forint,Hungarian Forint,hungary"
3339,"200 Forint,Hungarian Forint,hungary"
3340,"200 Forint,Hungarian Forint,hungary"
3345,"25 Paise,Indian Rupee,india"
3346,"25 Paise,Indian Rupee,india"
3347,"25 Paise,Indian Rupee,india"
3348,"25 Paise,Indian Rupee,india"
3349,"25 Paise,Indian Rupee,india"
3350,"25 Paise,Indian Rupee,india"
3351,"25 Paise,Indian Rupee,india"
3352,"25 Paise,Indian Rupee,india"
3353,"25 Paise,Indian Rupee,india"
3354,"25 Paise,Indian Rupee,india"
3355,"25 Paise,Indian Rupee,india"
3356,"25 Paise,Indian Rupee,india"
3357,"25 Paise,Indian Rupee,india"
3358,"25 Paise,Indian Rupee,india"
3359,"25 Paise,Indian Rupee,india"
3360,"25 Paise,Indian Rupee,india"
3361,"25 Paise,Indian Rupee,india"
3362,"25 Paise,Indian Rupee,india"
3363,"25 Paise,Indian Rupee,india"
3364,"25 Paise,Indian Rupee,india"
3365,"25 Paise,Indian Rupee,india"
3366,"25 Paise,Indian Rupee,india"
3367,"25 Paise,Indian Rupee,india"
3368,"25 Paise,Indian Rupee,india"
3369,"25 Paise,Indian Rupee,india"
3370,"25 Paise,Indian Rupee,india"
3371,"25 Paise,Indian Rupee,india"
3372,"25 Paise,Indian Rupee,india"
3373,"25 Paise,Indian Rupee,india"
3374,"25 Paise,Indian Rupee,india"
3375,"25 Paise,Indian Rupee,india"
3376,"25 Paise,Indian Rupee,india"
3381,"50 Paise,Indian Rupee,india"
3382,"50 Paise,Indian Rupee,india"
3383,"50 Paise,Indian Rupee,india"
3384,"50 Paise,Indian Rupee,india"
3385,"50 Paise,Indian Rupee,india"
3386,"50 Paise,Indian Rupee,india"
3387,"50 Paise,Indian Rupee,india"
3388,"50 Paise,Indian Rupee,india"
3389,"50 Paise,Indian Rupee,india"
3390,"50 Paise,Indian Rupee,india"
3391,"50 Paise,Indian Rupee,india"
3392,"50 Paise,Indian Rupee,india"
3393,"50 Paise,Indian Rupee,india"
3394,"50 Paise,Indian Rupee,india"
3395,"50 Paise,Indian Rupee,india"
3396,"50 Paise,Indian Rupee,india"
3397,"50 Paise,Indian Rupee,india"
3398,"50 Paise,Indian Rupee,india"
3399,"50 Paise,Indian Rupee,india"
3400,"50 Paise,Indian Rupee,india"
3401,"50 Paise,Indian Rupee,india"
3402,"50 Paise,Indian Rupee,india"
3403,"50 Paise,Indian Rupee,india"
3404,"50 Paise,Indian Rupee,india"
3405,"50 Paise,Indian Rupee,india"
3406,"50 Paise,Indian Rupee,india"
3407,"50 Paise,Indian Rupee,india"
3408,"50 Paise,Indian Rupee,india"
3409,"50 Paise,Indian Rupee,india"
3410,"50 Paise,Indian Rupee,india"
3411,"50 Paise,Indian Rupee,india"
3412,"50 Paise,Indian Rupee,india"
3417,"1 Rupee,Indian Rupee,india"
3418,"1 Rupee,Indian Rupee,india"
3419,"1 Rupee,Indian Rupee,india"
3420,"1 Rupee,Indian Rupee,india"
3421,"1 Rupee,Indian Rupee,india"
3422,"1 Rupee,Indian Rupee,india"
3423,"1 Rupee,Indian Rupee,india"
3424,"1 Rupee,Indian Rupee,india"
3425,"1 Rupee,Indian Rupee,india"
3426,"1 Rupee,Indian Rupee,india"
3427,"1 Rupee,Indian Rupee,india"
3428,"1 Rupee,Indian Rupee,india"
3429,"1 Rupee,Indian Rupee,india"
3430,"1 Rupee,Indian Rupee,india"
3431,"1 Rupee,Indian Rupee,india"
3432,"1 Rupee,Indian Rupee,india"
3433,"1 Rupee,Indian Rupee,india"
3434,"1 Rupee,Indian Rupee,india"
3435,"1 Rupee,Indian Rupee,india"
3436,"1 Rupee,Indian Rupee,india"
3437,"1 Rupee,Indian Rupee,india"
3438,"1 Rupee,Indian Rupee,india"
3439,"1 Rupee,Indian Rupee,india"
3440,"1 Rupee,Indian Rupee,india"
3441,"1 Rupee,Indian Rupee,india"
3442,"1 Rupee,Indian Rupee,india"
3443,"1 Rupee,Indian Rupee,india"
3444,"1 Rupee,Indian Rupee,india"
3445,"1 Rupee,Indian Rupee,india"
3446,"1 Rupee,Indian Rupee,india"
3447,"1 Rupee,Indian Rupee,india"
3448,"1 Rupee,Indian Rupee,india"
3453,"2 Rupees,Indian Rupee,india"
3454,"2 Rupees,Indian Rupee,india"
3455,"2 Rupees,Indian Rupee,india"
3456,"2 Rupees,Indian Rupee,india"
3457,"2 Rupees,Indian Rupee,india"
3458,"2 Rupees,Indian Rupee,india"
3459,"2 Rupees,Indian Rupee,india"
3460,"2 Rupees,Indian Rupee,india"
3461,"2 Rupees,Indian Rupee,india"
3462,"2 Rupees,Indian Rupee,india"
3463,"2 Rupees,Indian Rupee,india"
3464,"2 Rupees,Indian Rupee,india"
3465,"2 Rupees,Indian Rupee,india"
3466,"2 Rupees,Indian Rupee,india"
3467,"2 Rupees,Indian Rupee,india"
3468,"2 Rupees,Indian Rupee,india"
3469,"2 Rupees,Indian Rupee,india"
3470,"2 Rupees,Indian Rupee,india"
3471,"2 Rupees,Indian Rupee,india"
3472,"2 Rupees,Indian Rupee,india"
3473,"2 Rupees,Indian Rupee,india"
3474,"2 Rupees,Indian Rupee,india"
3475,"2 Rupees,Indian Rupee,india"
3476,"2 Rupees,Indian Rupee,india"
3477,"2 Rupees,Indian Rupee,india"
3478,"2 Rupees,Indian Rupee,india"
3479,"2 Rupees,Indian Rupee,india"
3480,"2 Rupees,Indian Rupee,india"
3481,"2 Rupees,Indian Rupee,india"
3482,"2 Rupees,Indian Rupee,india"
3483,"2 Rupees,Indian Rupee,india"
3484,"2 Rupees,Indian Rupee,india"
3489,"5 Rupees,Indian Rupee,india"
3490,"5 Rupees,Indian Rupee,india"
3491,"5 Rupees,Indian Rupee,india"
3492,"5 Rupees,Indian Rupee,india"
3493,"5 Rupees,Indian Rupee,india"
3494,"5 Rupees,Indian Rupee,india"
3495,"5 Rupees,Indian Rupee,india"
3496,"5 Rupees,Indian Rupee,india"
3497,"5 Rupees,Indian Rupee,india"
3498,"5 Rupees,Indian Rupee,india"
3499,"5 Rupees,Indian Rupee,india"
3500,"5 Rupees,Indian Rupee,india"
3501,"5 Rupees,Indian Rupee,india"
3502,"5 Rupees,Indian Rupee,india"
3503,"5 Rupees,Indian Rupee,india"
3504,"5 Rupees,Indian Rupee,india"
3505,"5 Rupees,Indian Rupee,india"
3506,"5 Rupees,Indian Rupee,india"
3507,"5 Rupees,Indian Rupee,india"
3508,"5 Rupees,Indian Rupee,india"
3509,"5 Rupees,Indian Rupee,india"
3510,"5 Rupees,Indian Rupee,india"
3511,"5 Rupees,Indian Rupee,india"
3512,"5 Rupees,Indian Rupee,india"
3513,"5 Rupees,Indian Rupee,india"
3514,"5 Rupees,Indian Rupee,india"
3515,"5 Rupees,Indian Rupee,india"
3516,"5 Rupees,Indian Rupee,india"
3517,"5 Rupees,Indian Rupee,india"
3518,"5 Rupees,Indian Rupee,india"
3519,"5 Rupees,Indian Rupee,india"
3520,"5 Rupees,Indian Rupee,india"
3525,"10 Rupees,Indian Rupee,india"
3526,"10 Rupees,Indian Rupee,india"
3527,"10 Rupees,Indian Rupee,india"
3528,"10 Rupees,Indian Rupee,india"
3529,"10 Rupees,Indian Rupee,india"
3530,"10 Rupees,Indian Rupee,india"
3531,"10 Rupees,Indian Rupee,india"
3532,"10 Rupees,Indian Rupee,india"
3533,"10 Rupees,Indian Rupee,india"
3534,"10 Rupees,Indian Rupee,india"
3535,"10 Rupees,Indian Rupee,india"
3536,"10 Rupees,Indian Rupee,india"
3537,"10 Rupees,Indian Rupee,india"
3538,"10 Rupees,Indian Rupee,india"
3539,"10 Rupees,Indian Rupee,india"
3540,"10 Rupees,Indian Rupee,india"
3541,"10 Rupees,Indian Rupee,india"
3542,"10 Rupees,Indian Rupee,india"
3543,"10 Rupees,Indian Rupee,india"
3544,"10 Rupees,Indian Rupee,india"
3545,"10 Rupees,Indian Rupee,india"
3546,"10 Rupees,Indian Rupee,india"
3547,"10 Rupees,Indian Rupee,india"
3548,"10 Rupees,Indian Rupee,india"
3549,"10 Rupees,Indian Rupee,india"
3550,"10 Rupees,Indian Rupee,india"
3551,"10 Rupees,Indian Rupee,india"
3552,"10 Rupees,Indian Rupee,india"
3553,"10 Rupees,Indian Rupee,india"
3554,"10 Rupees,Indian Rupee,india"
3555,"10 Rupees,Indian Rupee,india"
3556,"10 Rupees,Indian Rupee,india"
3561,"50 Rupiah,Indonesian Rupiah,indonesia"
3562,"50 Rupiah,Indonesian Rupiah,indonesia"
3563,"50 Rupiah,Indonesian Rupiah,indonesia"
3564,"50 Rupiah,Indonesian Rupiah,indonesia"
3565,"50 Rupiah,Indonesian Rupiah,indonesia"
3566,"50 Rupiah,Indonesian Rupiah,indonesia"
3567,"50 Rupiah,Indonesian Rupiah,indonesia"
3568,"50 Rupiah,Indonesian Rupiah,indonesia"
3569,"50 Rupiah,Indonesian Rupiah,indonesia"
3570,"50 Rupiah,Indonesian Rupiah,indonesia"
3571,"50 Rupiah,Indonesian Rupiah,indonesia"
3572,"50 Rupiah,Indonesian Rupiah,indonesia"
3573,"50 Rupiah,Indonesian Rupiah,indonesia"
3574,"50 Rupiah,Indonesian Rupiah,indonesia"
3575,"50 Rupiah,Indonesian Rupiah,indonesia"
3576,"50 Rupiah,Indonesian Rupiah,indonesia"
3577,"50 Rupiah,Indonesian Rupiah,indonesia"
3578,"50 Rupiah,Indonesian Rupiah,indonesia"
3579,"50 Rupiah,Indonesian Rupiah,indonesia"
3580,"50 Rupiah,Indonesian Rupiah,indonesia"
3581,"50 Rupiah,Indonesian Rupiah,indonesia"
3582,"50 Rupiah,Indonesian Rupiah,indonesia"
3583,"50 Rupiah,Indonesian Rupiah,indonesia"
3584,"50 Rupiah,Indonesian Rupiah,indonesia"
3585,"50 Rupiah,Indonesian Rupiah,indonesia"
3586,"50 Rupiah,Indonesian Rupiah,indonesia"
3587,"50 Rupiah,Indonesian Rupiah,indonesia"
3588,"50 Rupiah,Indonesian Rupiah,indonesia"
3589,"50 Rupiah,Indonesian Rupiah,indonesia"
3590,"50 Rupiah,Indonesian Rupiah,indonesia"
3591,"50 Rupiah,Indonesian Rupiah,indonesia"
3592,"50 Rupiah,Indonesian Rupiah,indonesia"
3597,"100 Rupiah,Indonesian Rupiah,indonesia"
3598,"100 Rupiah,Indonesian Rupiah,indonesia"
3599,"100 Rupiah,Indonesian Rupiah,indonesia"
3600,"100 Rupiah,Indonesian Rupiah,indonesia"
3601,"100 Rupiah,Indonesian Rupiah,indonesia"
3602,"100 Rupiah,Indonesian Rupiah,indonesia"
3603,"100 Rupiah,Indonesian Rupiah,indonesia"
3604,"100 Rupiah,Indonesian Rupiah,indonesia"
3605,"100 Rupiah,Indonesian Rupiah,indonesia"
3606,"100 Rupiah,Indonesian Rupiah,indonesia"
3607,"100 Rupiah,Indonesian Rupiah,indonesia"
3608,"100 Rupiah,Indonesian Rupiah,indonesia"
3609,"100 Rupiah,Indonesian Rupiah,indonesia"
3610,"100 Rupiah,Indonesian Rupiah,indonesia"
3611,"100 Rupiah,Indonesian Rupiah,indonesia"
3612,"100 Rupiah,Indonesian Rupiah,indonesia"
3613,"100 Rupiah,Indonesian Rupiah,indonesia"
3614,"100 Rupiah,Indonesian Rupiah,indonesia"
3615,"100 Rupiah,Indonesian Rupiah,indonesia"
3616,"100 Rupiah,Indonesian Rupiah,indonesia"
3617,"100 Rupiah,Indonesian Rupiah,indonesia"
3618,"100 Rupiah,Indonesian Rupiah,indonesia"
3619,"100 Rupiah,Indonesian Rupiah,indonesia"
3620,"100 Rupiah,Indonesian Rupiah,indonesia"
3621,"100 Rupiah,Indonesian Rupiah,indonesia"
3622,"100 Rupiah,Indonesian Rupiah,indonesia"
3623,"100 Rupiah,Indonesian Rupiah,indonesia"
3624,"100 Rupiah,Indonesian Rupiah,indonesia"
3625,"100 Rupiah,Indonesian Rupiah,indonesia"
3626,"100 Rupiah,Indonesian Rupiah,indonesia"
3627,"100 Rupiah,Indonesian Rupiah,indonesia"
3628,"100 Rupiah,Indonesian Rupiah,indonesia"
3633,"200 Rupiah,Indonesian Rupiah,indonesia"
3634,"200 Rupiah,Indonesian Rupiah,indonesia"
3635,"200 Rupiah,Indonesian Rupiah,indonesia"
3636,"200 Rupiah,Indonesian Rupiah,indonesia"
3637,"200 Rupiah,Indonesian Rupiah,indonesia"
3638,"200 Rupiah,Indonesian Rupiah,indonesia"
3639,"200 Rupiah,Indonesian Rupiah,indonesia"
3640,"200 Rupiah,Indonesian Rupiah,indonesia"
3641,"200 Rupiah,Indonesian Rupiah,indonesia"
3642,"200 Rupiah,Indonesian Rupiah,indonesia"
3643,"200 Rupiah,Indonesian Rupiah,indonesia"
3644,"200 Rupiah,Indonesian Rupiah,indonesia"
3645,"200 Rupiah,Indonesian Rupiah,indonesia"
3646,"200 Rupiah,Indonesian Rupiah,indonesia"
3647,"200 Rupiah,Indonesian Rupiah,indonesia"
3648,"200 Rupiah,Indonesian Rupiah,indonesia"
3649,"200 Rupiah,Indonesian Rupiah,indonesia"
3650,"200 Rupiah,Indonesian Rupiah,indonesia"
3651,"200 Rupiah,Indonesian Rupiah,indonesia"
3652,"200 Rupiah,Indonesian Rupiah,indonesia"
3653,"200 Rupiah,Indonesian Rupiah,indonesia"
3654,"200 Rupiah,Indonesian Rupiah,indonesia"
3655,"200 Rupiah,Indonesian Rupiah,indonesia"
3656,"200 Rupiah,Indonesian Rupiah,indonesia"
3657,"200 Rupiah,Indonesian Rupiah,indonesia"
3658,"200 Rupiah,Indonesian Rupiah,indonesia"
3659,"200 Rupiah,Indonesian Rupiah,indonesia"
3660,"200 Rupiah,Indonesian Rupiah,indonesia"
3661,"200 Rupiah,Indonesian Rupiah,indonesia"
3662,"200 Rupiah,Indonesian Rupiah,indonesia"
3663,"200 Rupiah,Indonesian Rupiah,indonesia"
3664,"200 Rupiah,Indonesian Rupiah,indonesia"
3669,"500 Rupiah,Indonesian Rupiah,indonesia"
3670,"500 Rupiah,Indonesian Rupiah,indonesia"
3671,"500 Rupiah,Indonesian Rupiah,indonesia"
3672,"500 Rupiah,Indonesian Rupiah,indonesia"
3673,"500 Rupiah,Indonesian Rupiah,indonesia"
3674,"500 Rupiah,Indonesian Rupiah,indonesia"
3675,"500 Rupiah,Indonesian Rupiah,indonesia"
3676,"500 Rupiah,Indonesian Rupiah,indonesia"
3677,"500 Rupiah,Indonesian Rupiah,indonesia"
3678,"500 Rupiah,Indonesian Rupiah,indonesia"
3679,"500 Rupiah,Indonesian Rupiah,indonesia"
3680,"500 Rupiah,Indonesian Rupiah,indonesia"
3681,"500 Rupiah,Indonesian Rupiah,indonesia"
3682,"500 Rupiah,Indonesian Rupiah,indonesia"
3683,"500 Rupiah,Indonesian Rupiah,indonesia"
3684,"500 Rupiah,Indonesian Rupiah,indonesia"
3685,"500 Rupiah,Indonesian Rupiah,indonesia"
3686,"500 Rupiah,Indonesian Rupiah,indonesia"
3687,"500 Rupiah,Indonesian Rupiah,indonesia"
3688,"500 Rupiah,Indonesian Rupiah,indonesia"
3689,"500 Rupiah,Indonesian Rupiah,indonesia"
3690,"500 Rupiah,Indonesian Rupiah,indonesia"
3691,"500 Rupiah,Indonesian Rupiah,indonesia"
3692,"500 Rupiah,Indonesian Rupiah,indonesia"
3693,"500 Rupiah,Indonesian Rupiah,indonesia"
3694,"500 Rupiah,Indonesian Rupiah,indonesia"
3695,"500 Rupiah,Indonesian Rupiah,indonesia"
3696,"500 Rupiah,Indonesian Rupiah,indonesia"
3697,"500 Rupiah,Indonesian Rupiah,indonesia"
3698,"500 Rupiah,Indonesian Rupiah,indonesia"
3699,"500 Rupiah,Indonesian Rupiah,indonesia"
3700,"500 Rupiah,Indonesian Rupiah,indonesia"
3705,"1000 Rupiah,Indonesian Rupiah,indonesia"
3706,"1000 Rupiah,Indonesian Rupiah,indonesia"
3707,"1000 Rupiah,Indonesian Rupiah,indonesia"
3708,"1000 Rupiah,Indonesian Rupiah,indonesia"
3709,"1000 Rupiah,Indonesian Rupiah,indonesia"
3710,"1000 Rupiah,Indonesian Rupiah,indonesia"
3711,"1000 Rupiah,Indonesian Rupiah,indonesia"
3712,"1000 Rupiah,Indonesian Rupiah,indonesia"
3713,"1000 Rupiah,Indonesian Rupiah,indonesia"
3714,"1000 Rupiah,Indonesian Rupiah,indonesia"
3715,"1000 Rupiah,Indonesian Rupiah,indonesia"
3716,"1000 Rupiah,Indonesian Rupiah,indonesia"
3717,"1000 Rupiah,Indonesian Rupiah,indonesia"
3718,"1000 Rupiah,Indonesian Rupiah,indonesia"
3719,"1000 Rupiah,Indonesian Rupiah,indonesia"
3720,"1000 Rupiah,Indonesian Rupiah,indonesia"
3721,"1000 Rupiah,Indonesian Rupiah,indonesia"
3722,"1000 Rupiah,Indonesian Rupiah,indonesia"
3723,"1000 Rupiah,Indonesian Rupiah,indonesia"
3724,"1000 Rupiah,Indonesian Rupiah,indonesia"
